startTime,settlementDate,fuelType,generation
2024-01-24 06:00:00+00:00,2024-01-24,WIND,13479
2024-01-24 06:30:00+00:00,2024-01-24,WIND,13875
2024-01-24 07:00:00+00:00,2024-01-24,WIND,14158
2024-01-24 07:30:00+00:00,2024-01-24,WIND,14397
2024-01-24 08:00:00+00:00,2024-01-24,WIND,14406
2024-01-24 08:30:00+00:00,2024-01-24,WIND,14765
2024-01-24 09:00:00+00:00,2024-01-24,WIND,14811
2024-01-24 09:30:00+00:00,2024-01-24,WIND,14965
2024-01-24 10:00:00+00:00,2024-01-24,WIND,14879
2024-01-24 10:30:00+00:00,2024-01-24,WIND,14837
2024-01-24 11:00:00+00:00,2024-01-24,WIND,14882
2024-01-24 11:30:00+00:00,2024-01-24,WIND,14782
2024-01-24 12:00:00+00:00,2024-01-24,WIND,14859
2024-01-24 12:30:00+00:00,2024-01-24,WIND,14817
2024-01-24 13:00:00+00:00,2024-01-24,WIND,14727
2024-01-24 13:30:00+00:00,2024-01-24,WIND,14459
2024-01-24 14:00:00+00:00,2024-01-24,WIND,14200
2024-01-24 14:30:00+00:00,2024-01-24,WIND,14398
2024-01-24 15:00:00+00:00,2024-01-24,WIND,14210
2024-01-24 15:30:00+00:00,2024-01-24,WIND,14282
2024-01-24 16:00:00+00:00,2024-01-24,WIND,13797
2024-01-24 16:30:00+00:00,2024-01-24,WIND,13163
2024-01-24 17:00:00+00:00,2024-01-24,WIND,12907
2024-01-24 17:30:00+00:00,2024-01-24,WIND,13105
2024-01-24 18:00:00+00:00,2024-01-24,WIND,12889
2024-01-24 18:30:00+00:00,2024-01-24,WIND,12513
2024-01-24 19:00:00+00:00,2024-01-24,WIND,11844
2024-01-24 19:30:00+00:00,2024-01-24,WIND,11620
2024-01-24 20:00:00+00:00,2024-01-24,WIND,11630
2024-01-24 20:30:00+00:00,2024-01-24,WIND,10866
2024-01-24 21:00:00+00:00,2024-01-24,WIND,10361
2024-01-24 21:30:00+00:00,2024-01-24,WIND,10012
2024-01-24 22:00:00+00:00,2024-01-24,WIND,9429
2024-01-24 22:30:00+00:00,2024-01-24,WIND,8572
2024-01-24 23:00:00+00:00,2024-01-24,WIND,8380
2024-01-24 23:30:00+00:00,2024-01-24,WIND,7759
2024-01-25 00:00:00+00:00,2024-01-25,WIND,7512
2024-01-25 00:30:00+00:00,2024-01-25,WIND,7202
2024-01-25 01:00:00+00:00,2024-01-25,WIND,6910
2024-01-25 01:30:00+00:00,2024-01-25,WIND,6442
2024-01-25 02:00:00+00:00,2024-01-25,WIND,6321
2024-01-25 02:30:00+00:00,2024-01-25,WIND,6066
2024-01-25 03:00:00+00:00,2024-01-25,WIND,6055
2024-01-25 03:30:00+00:00,2024-01-25,WIND,6376
2024-01-25 04:00:00+00:00,2024-01-25,WIND,6007
2024-01-25 04:30:00+00:00,2024-01-25,WIND,5719
2024-01-25 05:00:00+00:00,2024-01-25,WIND,6135
2024-01-25 05:30:00+00:00,2024-01-25,WIND,6266
2024-01-25 06:00:00+00:00,2024-01-25,WIND,6573
2024-01-25 06:30:00+00:00,2024-01-25,WIND,6894
2024-01-25 07:00:00+00:00,2024-01-25,WIND,7496
2024-01-25 07:30:00+00:00,2024-01-25,WIND,8145
2024-01-25 08:00:00+00:00,2024-01-25,WIND,8529
2024-01-25 08:30:00+00:00,2024-01-25,WIND,9601
2024-01-25 09:00:00+00:00,2024-01-25,WIND,10362
2024-01-25 09:30:00+00:00,2024-01-25,WIND,10975
2024-01-25 10:00:00+00:00,2024-01-25,WIND,11463
2024-01-25 10:30:00+00:00,2024-01-25,WIND,12224
2024-01-25 11:00:00+00:00,2024-01-25,WIND,12490
2024-01-25 11:30:00+00:00,2024-01-25,WIND,12648
2024-01-25 12:00:00+00:00,2024-01-25,WIND,12824
2024-01-25 12:30:00+00:00,2024-01-25,WIND,13216
2024-01-25 13:00:00+00:00,2024-01-25,WIND,13605
2024-01-25 13:30:00+00:00,2024-01-25,WIND,13712
2024-01-25 14:00:00+00:00,2024-01-25,WIND,13819
2024-01-25 14:30:00+00:00,2024-01-25,WIND,13627
2024-01-25 15:00:00+00:00,2024-01-25,WIND,13601
2024-01-25 15:30:00+00:00,2024-01-25,WIND,13968
2024-01-25 16:00:00+00:00,2024-01-25,WIND,14202
2024-01-25 16:30:00+00:00,2024-01-25,WIND,14049
2024-01-25 17:00:00+00:00,2024-01-25,WIND,14242
2024-01-25 17:30:00+00:00,2024-01-25,WIND,14444
2024-01-25 18:00:00+00:00,2024-01-25,WIND,14704
2024-01-25 18:30:00+00:00,2024-01-25,WIND,14618
2024-01-25 19:00:00+00:00,2024-01-25,WIND,14109
2024-01-25 19:30:00+00:00,2024-01-25,WIND,14245
2024-01-25 20:00:00+00:00,2024-01-25,WIND,14402
2024-01-25 20:30:00+00:00,2024-01-25,WIND,14577
2024-01-25 21:00:00+00:00,2024-01-25,WIND,14506
2024-01-25 21:30:00+00:00,2024-01-25,WIND,14513
2024-01-25 22:00:00+00:00,2024-01-25,WIND,14593
2024-01-25 22:30:00+00:00,2024-01-25,WIND,14650
2024-01-25 23:00:00+00:00,2024-01-25,WIND,14478
2024-01-25 23:30:00+00:00,2024-01-25,WIND,14456
2024-01-26 00:00:00+00:00,2024-01-26,WIND,14317
2024-01-26 00:30:00+00:00,2024-01-26,WIND,14259
2024-01-26 01:00:00+00:00,2024-01-26,WIND,14422
2024-01-26 01:30:00+00:00,2024-01-26,WIND,14285
2024-01-26 02:00:00+00:00,2024-01-26,WIND,14316
2024-01-26 02:30:00+00:00,2024-01-26,WIND,14488
2024-01-26 03:00:00+00:00,2024-01-26,WIND,14523
2024-01-26 03:30:00+00:00,2024-01-26,WIND,14509
2024-01-26 04:00:00+00:00,2024-01-26,WIND,14632
2024-01-26 04:30:00+00:00,2024-01-26,WIND,14723
2024-01-26 05:00:00+00:00,2024-01-26,WIND,14692
2024-01-26 05:30:00+00:00,2024-01-26,WIND,14335
2024-01-26 06:00:00+00:00,2024-01-26,WIND,14547
2024-01-26 06:30:00+00:00,2024-01-26,WIND,14760
2024-01-26 07:00:00+00:00,2024-01-26,WIND,14603
2024-01-26 07:30:00+00:00,2024-01-26,WIND,14931
2024-01-26 08:00:00+00:00,2024-01-26,WIND,14722
2024-01-26 08:30:00+00:00,2024-01-26,WIND,14753
2024-01-26 09:00:00+00:00,2024-01-26,WIND,14620
2024-01-26 09:30:00+00:00,2024-01-26,WIND,14695
2024-01-26 10:00:00+00:00,2024-01-26,WIND,14755
2024-01-26 10:30:00+00:00,2024-01-26,WIND,14745
2024-01-26 11:00:00+00:00,2024-01-26,WIND,15050
2024-01-26 11:30:00+00:00,2024-01-26,WIND,15069
2024-01-26 12:00:00+00:00,2024-01-26,WIND,15103
2024-01-26 12:30:00+00:00,2024-01-26,WIND,14902
2024-01-26 13:00:00+00:00,2024-01-26,WIND,15185
2024-01-26 13:30:00+00:00,2024-01-26,WIND,15185
2024-01-26 14:00:00+00:00,2024-01-26,WIND,14854
2024-01-26 14:30:00+00:00,2024-01-26,WIND,14316
2024-01-26 15:00:00+00:00,2024-01-26,WIND,13927
2024-01-26 15:30:00+00:00,2024-01-26,WIND,13631
2024-01-26 16:00:00+00:00,2024-01-26,WIND,13208
2024-01-26 16:30:00+00:00,2024-01-26,WIND,12846
2024-01-26 17:00:00+00:00,2024-01-26,WIND,13030
2024-01-26 17:30:00+00:00,2024-01-26,WIND,12726
2024-01-26 18:00:00+00:00,2024-01-26,WIND,12745
2024-01-26 18:30:00+00:00,2024-01-26,WIND,12745
2024-01-26 19:00:00+00:00,2024-01-26,WIND,12733
2024-01-26 19:30:00+00:00,2024-01-26,WIND,12520
2024-01-26 20:00:00+00:00,2024-01-26,WIND,12562
2024-01-26 20:30:00+00:00,2024-01-26,WIND,12482
2024-01-26 21:00:00+00:00,2024-01-26,WIND,12454
2024-01-26 21:30:00+00:00,2024-01-26,WIND,12380
2024-01-26 22:00:00+00:00,2024-01-26,WIND,12336
2024-01-26 22:30:00+00:00,2024-01-26,WIND,12080
2024-01-26 23:00:00+00:00,2024-01-26,WIND,11989
2024-01-26 23:30:00+00:00,2024-01-26,WIND,12011
2024-01-27 00:00:00+00:00,2024-01-27,WIND,11898
2024-01-27 00:30:00+00:00,2024-01-27,WIND,11691
2024-01-27 01:00:00+00:00,2024-01-27,WIND,11576
2024-01-27 01:30:00+00:00,2024-01-27,WIND,11267
2024-01-27 02:00:00+00:00,2024-01-27,WIND,11146
2024-01-27 02:30:00+00:00,2024-01-27,WIND,10923
2024-01-27 03:00:00+00:00,2024-01-27,WIND,10526
2024-01-27 03:30:00+00:00,2024-01-27,WIND,10415
2024-01-27 04:00:00+00:00,2024-01-27,WIND,10210
2024-01-27 04:30:00+00:00,2024-01-27,WIND,10206
2024-01-27 05:00:00+00:00,2024-01-27,WIND,9962
2024-01-27 05:30:00+00:00,2024-01-27,WIND,9844
2024-01-27 06:00:00+00:00,2024-01-27,WIND,9601
2024-01-27 06:30:00+00:00,2024-01-27,WIND,9574
2024-01-27 07:00:00+00:00,2024-01-27,WIND,9683
2024-01-27 07:30:00+00:00,2024-01-27,WIND,10004
2024-01-27 08:00:00+00:00,2024-01-27,WIND,10340
2024-01-27 08:30:00+00:00,2024-01-27,WIND,10674
2024-01-27 09:00:00+00:00,2024-01-27,WIND,11012
2024-01-27 09:30:00+00:00,2024-01-27,WIND,11163
2024-01-27 10:00:00+00:00,2024-01-27,WIND,11366
2024-01-27 10:30:00+00:00,2024-01-27,WIND,11564
2024-01-27 11:00:00+00:00,2024-01-27,WIND,11512
2024-01-27 11:30:00+00:00,2024-01-27,WIND,11940
2024-01-27 12:00:00+00:00,2024-01-27,WIND,11957
2024-01-27 12:30:00+00:00,2024-01-27,WIND,11930
2024-01-27 13:00:00+00:00,2024-01-27,WIND,11761
2024-01-27 13:30:00+00:00,2024-01-27,WIND,12002
2024-01-27 14:00:00+00:00,2024-01-27,WIND,11712
2024-01-27 14:30:00+00:00,2024-01-27,WIND,11448
2024-01-27 15:00:00+00:00,2024-01-27,WIND,11419
2024-01-27 15:30:00+00:00,2024-01-27,WIND,11183
2024-01-27 16:00:00+00:00,2024-01-27,WIND,11093
2024-01-27 16:30:00+00:00,2024-01-27,WIND,11595
2024-01-27 17:00:00+00:00,2024-01-27,WIND,11721
2024-01-27 17:30:00+00:00,2024-01-27,WIND,11815
2024-01-27 18:00:00+00:00,2024-01-27,WIND,11500
2024-01-27 18:30:00+00:00,2024-01-27,WIND,11350
2024-01-27 19:00:00+00:00,2024-01-27,WIND,11124
2024-01-27 19:30:00+00:00,2024-01-27,WIND,11529
2024-01-27 20:00:00+00:00,2024-01-27,WIND,11453
2024-01-27 20:30:00+00:00,2024-01-27,WIND,11359
2024-01-27 21:00:00+00:00,2024-01-27,WIND,11309
2024-01-27 21:30:00+00:00,2024-01-27,WIND,11256
2024-01-27 22:00:00+00:00,2024-01-27,WIND,11292
2024-01-27 22:30:00+00:00,2024-01-27,WIND,11686
2024-01-27 23:00:00+00:00,2024-01-27,WIND,11688
2024-01-27 23:30:00+00:00,2024-01-27,WIND,11479
2024-01-28 00:00:00+00:00,2024-01-28,WIND,11118
2024-01-28 00:30:00+00:00,2024-01-28,WIND,11096
2024-01-28 01:00:00+00:00,2024-01-28,WIND,11312
2024-01-28 01:30:00+00:00,2024-01-28,WIND,11819
2024-01-28 02:00:00+00:00,2024-01-28,WIND,11981
2024-01-28 02:30:00+00:00,2024-01-28,WIND,12440
2024-01-28 03:00:00+00:00,2024-01-28,WIND,12345
2024-01-28 03:30:00+00:00,2024-01-28,WIND,12232
2024-01-28 04:00:00+00:00,2024-01-28,WIND,12181
2024-01-28 04:30:00+00:00,2024-01-28,WIND,12365
2024-01-28 05:00:00+00:00,2024-01-28,WIND,12679
2024-01-28 05:30:00+00:00,2024-01-28,WIND,12853
2024-01-28 06:00:00+00:00,2024-01-28,WIND,12877
2024-01-28 06:30:00+00:00,2024-01-28,WIND,12622
2024-01-28 07:00:00+00:00,2024-01-28,WIND,12485
2024-01-28 07:30:00+00:00,2024-01-28,WIND,12484
2024-01-28 08:00:00+00:00,2024-01-28,WIND,12248
2024-01-28 08:30:00+00:00,2024-01-28,WIND,11948
2024-01-28 09:00:00+00:00,2024-01-28,WIND,12157
2024-01-28 09:30:00+00:00,2024-01-28,WIND,12523
2024-01-28 10:00:00+00:00,2024-01-28,WIND,12583
2024-01-28 10:30:00+00:00,2024-01-28,WIND,12639
2024-01-28 11:00:00+00:00,2024-01-28,WIND,12532
2024-01-28 11:30:00+00:00,2024-01-28,WIND,13063
2024-01-28 12:00:00+00:00,2024-01-28,WIND,13588
2024-01-28 12:30:00+00:00,2024-01-28,WIND,13682
2024-01-28 13:00:00+00:00,2024-01-28,WIND,13513
2024-01-28 13:30:00+00:00,2024-01-28,WIND,13316
2024-01-28 14:00:00+00:00,2024-01-28,WIND,13270
2024-01-28 14:30:00+00:00,2024-01-28,WIND,13332
2024-01-28 15:00:00+00:00,2024-01-28,WIND,13272
2024-01-28 15:30:00+00:00,2024-01-28,WIND,13519
2024-01-28 16:00:00+00:00,2024-01-28,WIND,13866
2024-01-28 16:30:00+00:00,2024-01-28,WIND,13931
2024-01-28 17:00:00+00:00,2024-01-28,WIND,14255
2024-01-28 17:30:00+00:00,2024-01-28,WIND,14439
2024-01-28 18:00:00+00:00,2024-01-28,WIND,14262
2024-01-28 18:30:00+00:00,2024-01-28,WIND,14047
2024-01-28 19:00:00+00:00,2024-01-28,WIND,13632
2024-01-28 19:30:00+00:00,2024-01-28,WIND,13162
2024-01-28 20:00:00+00:00,2024-01-28,WIND,12878
2024-01-28 20:30:00+00:00,2024-01-28,WIND,12400
2024-01-28 21:00:00+00:00,2024-01-28,WIND,12151
2024-01-28 21:30:00+00:00,2024-01-28,WIND,11717
2024-01-28 22:00:00+00:00,2024-01-28,WIND,11484
2024-01-28 22:30:00+00:00,2024-01-28,WIND,10969
2024-01-28 23:00:00+00:00,2024-01-28,WIND,10198
2024-01-28 23:30:00+00:00,2024-01-28,WIND,9898
2024-01-29 00:00:00+00:00,2024-01-29,WIND,9682
2024-01-29 00:30:00+00:00,2024-01-29,WIND,8765
2024-01-29 01:00:00+00:00,2024-01-29,WIND,7980
2024-01-29 01:30:00+00:00,2024-01-29,WIND,6853
2024-01-29 02:00:00+00:00,2024-01-29,WIND,6149
2024-01-29 02:30:00+00:00,2024-01-29,WIND,5889
2024-01-29 03:00:00+00:00,2024-01-29,WIND,5568
2024-01-29 03:30:00+00:00,2024-01-29,WIND,4809
2024-01-29 04:00:00+00:00,2024-01-29,WIND,4336
2024-01-29 04:30:00+00:00,2024-01-29,WIND,4145
2024-01-29 05:00:00+00:00,2024-01-29,WIND,3962
2024-01-29 05:30:00+00:00,2024-01-29,WIND,3754
2024-01-29 06:00:00+00:00,2024-01-29,WIND,3626
2024-01-29 06:30:00+00:00,2024-01-29,WIND,3748
2024-01-29 07:00:00+00:00,2024-01-29,WIND,4031
2024-01-29 07:30:00+00:00,2024-01-29,WIND,3996
2024-01-29 08:00:00+00:00,2024-01-29,WIND,3909
2024-01-29 08:30:00+00:00,2024-01-29,WIND,3880
2024-01-29 09:00:00+00:00,2024-01-29,WIND,3928
2024-01-29 09:30:00+00:00,2024-01-29,WIND,3582
2024-01-29 10:00:00+00:00,2024-01-29,WIND,3337
2024-01-29 10:30:00+00:00,2024-01-29,WIND,3493
2024-01-29 11:00:00+00:00,2024-01-29,WIND,3669
2024-01-29 11:30:00+00:00,2024-01-29,WIND,3321
2024-01-29 12:00:00+00:00,2024-01-29,WIND,2918
2024-01-29 12:30:00+00:00,2024-01-29,WIND,3004
2024-01-29 13:00:00+00:00,2024-01-29,WIND,3078
2024-01-29 13:30:00+00:00,2024-01-29,WIND,3405
2024-01-29 14:00:00+00:00,2024-01-29,WIND,3761
2024-01-29 14:30:00+00:00,2024-01-29,WIND,3948
2024-01-29 15:00:00+00:00,2024-01-29,WIND,4342
2024-01-29 15:30:00+00:00,2024-01-29,WIND,5053
2024-01-29 16:00:00+00:00,2024-01-29,WIND,5949
2024-01-29 16:30:00+00:00,2024-01-29,WIND,6769
2024-01-29 17:00:00+00:00,2024-01-29,WIND,7372
2024-01-29 17:30:00+00:00,2024-01-29,WIND,7538
2024-01-29 18:00:00+00:00,2024-01-29,WIND,8035
2024-01-29 18:30:00+00:00,2024-01-29,WIND,8669
2024-01-29 19:00:00+00:00,2024-01-29,WIND,9019
2024-01-29 19:30:00+00:00,2024-01-29,WIND,9221
2024-01-29 20:00:00+00:00,2024-01-29,WIND,9178
2024-01-29 20:30:00+00:00,2024-01-29,WIND,9171
2024-01-29 21:00:00+00:00,2024-01-29,WIND,9077
2024-01-29 21:30:00+00:00,2024-01-29,WIND,8994
2024-01-29 22:00:00+00:00,2024-01-29,WIND,8875
2024-01-29 22:30:00+00:00,2024-01-29,WIND,8784
2024-01-29 23:00:00+00:00,2024-01-29,WIND,8699
2024-01-29 23:30:00+00:00,2024-01-29,WIND,9021
2024-01-30 00:00:00+00:00,2024-01-30,WIND,9135
2024-01-30 00:30:00+00:00,2024-01-30,WIND,9551
2024-01-30 01:00:00+00:00,2024-01-30,WIND,9883
2024-01-30 01:30:00+00:00,2024-01-30,WIND,10064
2024-01-30 02:00:00+00:00,2024-01-30,WIND,10237
2024-01-30 02:30:00+00:00,2024-01-30,WIND,10203
2024-01-30 03:00:00+00:00,2024-01-30,WIND,10370
2024-01-30 03:30:00+00:00,2024-01-30,WIND,10407
2024-01-30 04:00:00+00:00,2024-01-30,WIND,10203
2024-01-30 04:30:00+00:00,2024-01-30,WIND,10038
2024-01-30 05:00:00+00:00,2024-01-30,WIND,10076
2024-01-30 05:30:00+00:00,2024-01-30,WIND,10233
2024-01-30 06:00:00+00:00,2024-01-30,WIND,10215
2024-01-30 06:30:00+00:00,2024-01-30,WIND,10197
2024-01-30 07:00:00+00:00,2024-01-30,WIND,10107
2024-01-30 07:30:00+00:00,2024-01-30,WIND,9934
2024-01-30 08:00:00+00:00,2024-01-30,WIND,9672
2024-01-30 08:30:00+00:00,2024-01-30,WIND,9438
2024-01-30 09:00:00+00:00,2024-01-30,WIND,9195
2024-01-30 09:30:00+00:00,2024-01-30,WIND,9069
2024-01-30 10:00:00+00:00,2024-01-30,WIND,9066
2024-01-30 10:30:00+00:00,2024-01-30,WIND,9243
2024-01-30 11:00:00+00:00,2024-01-30,WIND,9565
2024-01-30 11:30:00+00:00,2024-01-30,WIND,9283
2024-01-30 12:00:00+00:00,2024-01-30,WIND,8628
2024-01-30 12:30:00+00:00,2024-01-30,WIND,8437
2024-01-30 13:00:00+00:00,2024-01-30,WIND,8442
2024-01-30 13:30:00+00:00,2024-01-30,WIND,8412
2024-01-30 14:00:00+00:00,2024-01-30,WIND,8626
2024-01-30 14:30:00+00:00,2024-01-30,WIND,8149
2024-01-30 15:00:00+00:00,2024-01-30,WIND,7823
2024-01-30 15:30:00+00:00,2024-01-30,WIND,7826
2024-01-30 16:00:00+00:00,2024-01-30,WIND,7604
2024-01-30 16:30:00+00:00,2024-01-30,WIND,7238
2024-01-30 17:00:00+00:00,2024-01-30,WIND,7193
2024-01-30 17:30:00+00:00,2024-01-30,WIND,7008
2024-01-30 18:00:00+00:00,2024-01-30,WIND,6626
2024-01-30 18:30:00+00:00,2024-01-30,WIND,6483
2024-01-30 19:00:00+00:00,2024-01-30,WIND,6415
2024-01-30 19:30:00+00:00,2024-01-30,WIND,6509
2024-01-30 20:00:00+00:00,2024-01-30,WIND,6622
2024-01-30 20:30:00+00:00,2024-01-30,WIND,6700
2024-01-30 21:00:00+00:00,2024-01-30,WIND,7217
2024-01-30 21:30:00+00:00,2024-01-30,WIND,7247
2024-01-30 22:00:00+00:00,2024-01-30,WIND,7214
2024-01-30 22:30:00+00:00,2024-01-30,WIND,7688
2024-01-30 23:00:00+00:00,2024-01-30,WIND,7592
2024-01-30 23:30:00+00:00,2024-01-30,WIND,7049
2024-01-31 00:00:00+00:00,2024-01-31,WIND,7009
2024-01-31 00:30:00+00:00,2024-01-31,WIND,7207
2024-01-31 01:00:00+00:00,2024-01-31,WIND,7248
2024-01-31 01:30:00+00:00,2024-01-31,WIND,7371
2024-01-31 02:00:00+00:00,2024-01-31,WIND,7463
2024-01-31 02:30:00+00:00,2024-01-31,WIND,7964
2024-01-31 03:00:00+00:00,2024-01-31,WIND,8175
2024-01-31 03:30:00+00:00,2024-01-31,WIND,8432
2024-01-31 04:00:00+00:00,2024-01-31,WIND,8687
2024-01-31 04:30:00+00:00,2024-01-31,WIND,8908
2024-01-31 05:00:00+00:00,2024-01-31,WIND,9519
2024-01-31 05:30:00+00:00,2024-01-31,WIND,10010
2024-01-31 06:00:00+00:00,2024-01-31,WIND,10509
2024-01-31 06:30:00+00:00,2024-01-31,WIND,11156
2024-01-31 07:00:00+00:00,2024-01-31,WIND,11728
2024-01-31 07:30:00+00:00,2024-01-31,WIND,12411
2024-01-31 08:00:00+00:00,2024-01-31,WIND,12836
2024-01-31 08:30:00+00:00,2024-01-31,WIND,13321
2024-01-31 09:00:00+00:00,2024-01-31,WIND,13747
2024-01-31 09:30:00+00:00,2024-01-31,WIND,13602
2024-01-31 10:00:00+00:00,2024-01-31,WIND,14183
2024-01-31 10:30:00+00:00,2024-01-31,WIND,14245
2024-01-31 11:00:00+00:00,2024-01-31,WIND,14352
2024-01-31 11:30:00+00:00,2024-01-31,WIND,14739
2024-01-31 12:00:00+00:00,2024-01-31,WIND,15177
2024-01-31 12:30:00+00:00,2024-01-31,WIND,15701
2024-01-31 13:00:00+00:00,2024-01-31,WIND,15997
2024-01-31 13:30:00+00:00,2024-01-31,WIND,15868
2024-01-31 14:00:00+00:00,2024-01-31,WIND,15818
2024-01-31 14:30:00+00:00,2024-01-31,WIND,15691
2024-01-31 15:00:00+00:00,2024-01-31,WIND,15911
2024-01-31 15:30:00+00:00,2024-01-31,WIND,15865
2024-01-31 16:00:00+00:00,2024-01-31,WIND,15762
2024-01-31 16:30:00+00:00,2024-01-31,WIND,15544
2024-01-31 17:00:00+00:00,2024-01-31,WIND,15683
2024-01-31 17:30:00+00:00,2024-01-31,WIND,15654
2024-01-31 18:00:00+00:00,2024-01-31,WIND,15411
2024-01-31 18:30:00+00:00,2024-01-31,WIND,15736
2024-01-31 19:00:00+00:00,2024-01-31,WIND,15812
2024-01-31 19:30:00+00:00,2024-01-31,WIND,15661
2024-01-31 20:00:00+00:00,2024-01-31,WIND,15684
2024-01-31 20:30:00+00:00,2024-01-31,WIND,15827
2024-01-31 21:00:00+00:00,2024-01-31,WIND,15757
2024-01-31 21:30:00+00:00,2024-01-31,WIND,15719
2024-01-31 22:00:00+00:00,2024-01-31,WIND,15490
2024-01-31 22:30:00+00:00,2024-01-31,WIND,14908
2024-01-31 23:00:00+00:00,2024-01-31,WIND,14595
2024-01-31 23:30:00+00:00,2024-01-31,WIND,14355
